25/11/17 21:00,SM Caen,1 - 0,Girondins Bordeaux,3.29,3.17,2.26,
26/11/17 16:00,OGC Nice,0 - 5,Olympique Lyon,2.99,3.44,2.29,
26/11/17 18:00,Olympique Marseille,1 - 0,EA Guingamp,1.41,4.67,7.17,
26/11/17 22:00,AS Monaco,1 - 2,Paris St. Germain,6.75,5.12,1.39,
28/11/17 20:00,RC Strasbourg,0 - 0,SM Caen,2.01,3.37,3.71,
28/11/17 20:00,Amiens AC,2 - 1,Dijon FCO,2.35,3.09,3.18,
28/11/17 22:00,Girondins Bordeaux,3 - 0,AS St. Etienne,1.76,3.43,4.91,
29/11/17 20:00,EA Guingamp,0 - 0,Montpellier HSC,2.79,2.96,2.72,
29/11/17 20:00,Olympique Lyon,1 - 2,Lille OSC,1.3,5.44,9.05,
29/11/17 20:00,Angers SCO,1 - 2,Stade Rennes,2.1,3.15,3.72,
29/11/17 20:00,FC Metz,0 - 3,Olympique Marseille,5.89,4.28,1.52,
29/11/17 20:00,Toulouse FC,1 - 2,OGC Nice,2.65,3.06,2.79,
29/11/17 20:00,FC Nantes,1 - 0,AS Monaco,3.55,3.31,2.08,
29/11/17 22:00,Paris St. Germain,2 - 0,ESTAC Troyes,1.04,14.77,37.47,
01/12/17 21:45,Dijon FCO,3 - 2,Girondins Bordeaux,3.11,3.18,2.35,
02/12/17 18:00,RC Strasbourg,2 - 1,Paris St. Germain,15.97,8.24,1.14,
02/12/17 21:00,AS Monaco,1 - 0,Angers SCO,1.45,4.47,6.62,
02/12/17 21:00,OGC Nice,3 - 1,FC Metz,1.47,4.26,6.71,
02/12/17 21:00,Lille OSC,1 - 0,Toulouse FC,1.96,3.25,4.07,
02/12/17 21:00,Stade Rennes,2 - 0,Amiens AC,2.01,3.08,4.18,
02/12/17 21:00,ESTAC Troyes,0 - 1,EA Guingamp,2.43,3.14,3,
03/12/17 16:00,AS St. Etienne,1 - 1,FC Nantes,2.19,3,3.67,
03/12/17 18:00,SM Caen,1 - 2,Olympique Lyon,4.32,3.7,1.78,
03/12/17 22:00,Montpellier HSC,1 - 1,Olympique Marseille,3.24,3.27,2.24,
08/12/17 21:45,Girondins Bordeaux,0 - 3,RC Strasbourg,1.64,3.73,5.39,
09/12/17 18:00,Paris St. Germain,3 - 1,Lille OSC,1.11,9.54,19.35,
09/12/17 21:00,Toulouse FC,2 - 0,SM Caen,2.24,3.07,3.46,
09/12/17 21:00,Angers SCO,1 - 1,Montpellier HSC,2.65,2.93,2.93,
09/12/17 21:00,FC Metz,1 - 1,Stade Rennes,3.68,3.17,2.11,
09/12/17 21:00,EA Guingamp,4 - 0,Dijon FCO,2.19,3.25,3.38,
09/12/17 21:00,AS Monaco,3 - 2,ESTAC Troyes,1.28,5.43,10.31,
10/12/17 16:00,Amiens AC,1 - 2,Olympique Lyon,4.94,3.84,1.67,
10/12/17 18:00,FC Nantes,1 - 2,OGC Nice,2.13,3.16,3.63,
10/12/17 22:00,Olympique Marseille,3 - 0,AS St. Etienne,1.39,4.68,7.65,
15/12/17 21:45,AS St. Etienne,0 - 4,AS Monaco,4.55,3.7,1.75,
16/12/17 18:00,Stade Rennes,1 - 4,Paris St. Germain,13.07,6.63,1.2,
16/12/17 21:00,Dijon FCO,3 - 0,Lille OSC,2.26,3.19,3.27,
16/12/17 21:00,ESTAC Troyes,1 - 0,Amiens AC,2.47,3.11,2.96,
16/12/17 21:00,Montpellier HSC,1 - 3,FC Metz,1.45,4.11,7.73,
16/12/17 21:00,RC Strasbourg,2 - 1,Toulouse FC,2.19,3.17,3.44,
16/12/17 21:00,SM Caen,0 - 0,EA Guingamp,2.32,3.09,3.24,
17/12/17 16:00,FC Nantes,1 - 0,Angers SCO,1.92,3.13,4.49,
17/12/17 18:00,OGC Nice,1 - 0,Girondins Bordeaux,2.11,3.31,3.48,
17/12/17 22:00,Olympique Lyon,2 - 0,Olympique Marseille,2.21,3.45,3.12,
20/12/17 21:50,AS Monaco,2 - 1,Stade Rennes,1.4,4.6,7.69,
20/12/17 21:50,EA Guingamp,2 - 1,AS St. Etienne,1.91,3.41,4.1,
20/12/17 21:50,FC Metz,3 - 0,RC Strasbourg,2.73,3.26,2.57,
20/12/17 21:50,Toulouse FC,1 - 2,Olympique Lyon,4.09,3.58,1.86,
20/12/17 21:50,Girondins Bordeaux,0 - 2,Montpellier HSC,2.16,3.02,3.74,
20/12/17 21:50,Olympique Marseille,3 - 1,ESTAC Troyes,1.27,5.54,10.52,
20/12/17 21:50,Lille OSC,1 - 1,OGC Nice,2.75,3.09,2.67,
20/12/17 21:50,Paris St. Germain,3 - 1,SM Caen,1.06,11.93,28.67,
20/12/17 21:50,Amiens AC,0 - 1,FC Nantes,2.86,2.9,2.72,
20/12/17 21:50,Angers SCO,2 - 1,Dijon FCO,2,3.25,3.92,
12/01/18 21:45,RC Strasbourg,0 - 2,EA Guingamp,2.57,3.17,2.82,
13/01/18 18:00,Stade Rennes,0 - 3,Olympique Marseille,3.77,3.4,1.99,
13/01/18 21:00,Dijon FCO,1 - 1,FC Metz,1.91,3.47,4.05,
13/01/18 21:00,ESTAC Troyes,0 - 1,Girondins Bordeaux,2.86,3.01,2.64,
13/01/18 21:00,Montpellier HSC,0 - 0,AS Monaco,2.74,3.09,2.69,
13/01/18 21:00,OGC Nice,1 - 0,Amiens AC,1.54,3.92,6.42,
13/01/18 21:00,SM Caen,0 - 1,Lille OSC,2.23,3.04,3.54,
14/01/18 16:00,AS St. Etienne,2 - 0,Toulouse FC,2.11,3.23,3.63,
14/01/18 18:00,Olympique Lyon,1 - 1,Angers SCO,1.41,4.58,7.67,
14/01/18 22:00,FC Nantes,0 - 1,Paris St. Germain,9.27,5.43,1.3,
16/01/18 20:00,Girondins Bordeaux,0 - 2,SM Caen,1.72,3.49,5.21,
16/01/18 20:00,Olympique Marseille,2 - 0,RC Strasbourg,1.32,5.37,8.79,
16/01/18 22:00,AS Monaco,2 - 2,OGC Nice,1.73,3.75,4.68,
17/01/18 20:00,EA Guingamp,0 - 2,Olympique Lyon,3.53,3.44,2.06,
17/01/18 20:00,FC Metz,3 - 0,AS St. Etienne,2.41,3.3,2.92,
17/01/18 20:00,Toulouse FC,1 - 1,FC Nantes,2.67,2.96,2.87,
17/01/18 20:00,Lille OSC,1 - 2,Stade Rennes,2.28,3.14,3.31,
17/01/18 20:00,Amiens AC,1 - 1,Montpellier HSC,3.58,2.97,2.25,
17/01/18 20:00,Angers SCO,3 - 1,ESTAC Troyes,1.88,3.29,4.48,
17/01/18 22:00,Paris St. Germain,8 - 0,Dijon FCO,1.04,15.3,35.02,
19/01/18 21:45,SM Caen,0 - 2,Olympique Marseille,4.51,3.51,1.81,
20/01/18 18:00,FC Nantes,0 - 1,Girondins Bordeaux,2.23,2.97,3.62,
20/01/18 21:00,Stade Rennes,1 - 0,Angers SCO,2.12,3.28,3.53,
20/01/18 21:00,Amiens AC,3 - 1,EA Guingamp,2.65,3.02,2.83,
20/01/18 21:00,RC Strasbourg,3 - 2,Dijon FCO,2.14,3.38,3.35,
20/01/18 21:00,Montpellier HSC,2 - 1,Toulouse FC,1.81,3.31,4.89,
20/01/18 21:00,ESTAC Troyes,1 - 0,Lille OSC,2.65,3.01,2.85,
21/01/18 16:00,OGC Nice,1 - 0,AS St. Etienne,1.78,3.54,4.64,
21/01/18 18:00,AS Monaco,3 - 1,FC Metz,1.33,5.33,8.37,
21/01/18 22:00,Olympique Lyon,2 - 1,Paris St. Germain,5.25,4.24,1.58,
26/01/18 21:45,Dijon FCO,2 - 1,Stade Rennes,2.69,3.33,2.57,
27/01/18 18:00,Paris St. Germain,4 - 0,Montpellier HSC,1.12,8.66,19.3,
27/01/18 21:00,Toulouse FC,1 - 0,ESTAC Troyes,1.99,3.25,4.01,
27/01/18 21:00,Angers SCO,1 - 0,Amiens AC,1.88,3.23,4.55,
27/01/18 21:00,FC Metz,2 - 1,OGC Nice,2.91,3.2,2.47,
27/01/18 21:00,EA Guingamp,0 - 3,FC Nantes,2.59,3.03,2.9,
27/01/18 21:00,AS St. Etienne,2 - 1,SM Caen,1.99,3.22,4.02,
28/01/18 16:00,Lille OSC,2 - 1,RC Strasbourg,2.18,3.19,3.46,
28/01/18 18:00,Girondins Bordeaux,3 - 1,Olympique Lyon,3.51,3.39,2.08,
28/01/18 22:00,Olympique Marseille,2 - 2,AS Monaco,1.95,3.58,3.72,
02/02/18 21:45,Olympique Marseille,6 - 3,FC Metz,1.26,5.77,10.52,
